Title;Author;ISBN;PublishYear;Publisher;Genre;Label
A Faint Cold Fear;Karin Slaughter;006180276X;2003;William Morrow;mystery;1
The Rise and Fall of the Beneficial Jeep;Cleveland Walker;2461550267271;1969;Distributed by Outlet Book Co.;thriller;0
Wonderful Wizard of Oz;L. Frank Baum;1976276918;1999;CreateSpace Independent Publishing Platform;fantasy;1
A Magic Crystal? (Marvin Redpost);Louis Sachar;9781408811658;2000;Turtleback Books Distributed by Demco Media;fantasy;1
My Life as a Flimsy Foundation;Alaric Bass;7135560423523;1979;The Grey Walls Press;thriller;0
The Secret of the Mom;Eldon Humphrey;6114817692196;1952;Chatto and Windus;mystery;0
My Life as a Curious Responsibility;Caroline Griffin;6472620944146;2001;Taiwan shang wu yin shu guan gu fen you xian gong si;mystery;0
The Clue of the Broken Locket;Mildred Augustine Wirt Benson;9780448095110;1963;Applewood Books;mystery;1
The Last Dancing Context;Kimora Pratt;8673972412506;1941;Unique Coloring;fantasy;0
The Strange Case of Dr. Jekyll and Mr. Hyde;Robert Louis Stevenson;9781775412236;1875;Independently Published;mystery;1
Monster Blood;Robert Lawrence Stine;0545405785;1992;Bertelsmann, München;fiction;1
Who stole the Wizard of Oz?;Avi;0394846443;1981;Alfred A. Knopf;mystery;1
The Legend of the Unexpected Employer;Ariyah Gould;5054938821690;2013;Columna CAT;fiction;0
The Last;Katherine Applegate;153849793X;2018;HarperCollins Publishers;fantasy;1
How to Integrate a Importance;Jazmin Price;1306451669695;1983;Maxwell Macmilan International;thriller;0
Cross fire;James Patterson;9781409061564;1998;Grand Central Publishing;thriller;1
Dead Man's Folly;Agatha Christie;9780008249700;1956;Audio Partners, The;romance;1
Lord of Scoundrels;Loretta Lynda Chase;0061145491;2006;Harper Collins;romance;1
Emma;Jane Austen;9798540252546;1815;The Classic Collection;fiction;1
Tales of a Intriguing Security;Journee Norman;6664206566551;1977;Panamericana Editorial;thriller;0
The Chronicles of the Elusive Climate;Fox Meadows;8009003697151;1964;Hamilton;fantasy;0
The second time around;Mary Higgins Clark;9788401335235;2003;Ėksmo;thriller;1
The Skies of Pern;Anne McCaffrey;1448152046;2001;BCA;fantasy;1
La Peste;Albert Camus;9780318656830;1942;The Modern Library;fiction;1
My Life as a Triumphant Banana;Finn Chapman;2992311613478;1901;Flammarion;romance;0
Tales of a Inner Security;Kyree Mendoza;4953446997192;1909;Sastrugi Press;fiction;0
Why Didn't they Ask Evans?;Agatha Christie;5340011216;1935;Macmillan Audio Books;fiction;1
Bustling Robot: A Memoir;Jesse Villegas;8899959127969;1948;H. Colburn;thriller;0
The Lion, the Witch and the Wardrobe;C.S. Lewis;0060086610;1950;Mi rigs dpe skrun khaṅ;fantasy;1
The Curious Concept;Cillian Hurley;8282231332377;1993;Shang zhou chu ban;fantasy;0
A Guide to Withdrawing the Region;Paige Shields;1277767712048;1946;Pollina;thriller;0
The Last Ambitious Passion;Hai Acosta;8391323367044;2001;Klett Sprachen GmbH;mystery;0
The Tycoon's Bride (The Greek Tycoons);Michelle Reid;0263819728;2000;Mills & Boon;romance;1
Diary of a Invisible Mole;Whitley Love;5754004517831;1953;Harpercollins Pub Ltd;fiction;0
Diary of a Bent Refrigerator;Keanu Brewer;4781194492907;1962;La Guilde du livre;romance;0
Journey to the Purring Region;Diana Hebert;3673638845627;2008;Spoken Realms;thriller;0
A Guide to Resolveing the Ability;Liberty Wilkerson;2542762890425;2014;Konecky & Konecky;thriller;0
Adventures of Huckleberry Finn;Mark Twain;9780130417824;1876;Pyramid;fiction;1
The Chronicles of the Voracious Election;Sabrina Wolf;2642434138984;1986;State Street Press Ann Arbor;mystery;0
The midnight folk;John Masefield;9780440456315;1927;W. Heinemann ltd.;fantasy;1
Memoirs of a Possessive Recommendation;Ellison Pace;9502712150964;1916;Edizioni Scientifiche e Artistiche;thriller;0
The Sayings of Lao Tzü;Laozi;9788477205746;1875;Xin hua shu dian Shanghai fa xing suo fa xing;fiction;1
Saving Faith;David Baldacci;1538763702;1999;Grand Central Publishing;thriller;1
The Legend of the Vigorous Disk;Callie Vance;9511533078987;2010;Sheed and Ward;fantasy;0
Good Old Secret Seven;Enid Blyton;0861635752;1960;Hodder & Stoughton;mystery;1
Clear and Present Danger;Tom Clancy;0743506936;1989;Jing xiao zhe Xing guang shu bao she;thriller;1
The house without a key;Earl Derr Biggers;144821324X;1925;Collier & Son;fiction;1
Adjoining Pizza: A Memoir;Judson Sharp;6735169548563;1972;Price Stern Sloan;fiction;0
The Secret of the Reception;Dalary Davis;3094464977889;2019;Windsor | Paragon;mystery;0
The Fairy Godmother;Mercedes Lackey;9780373802456;2004;Harlequin Enterprises, Limited;fantasy;1
The Secret of the Outcome;Izaiah Mendez;9522536658309;1900;Penguin Publishing Group;thriller;0
Steak and the Voracious Quest;Dangelo Shepard;6127968382388;1906;Colorful Classics;thriller;0
Trois chambres à Manhattan;Georges Simenon;6051851585;1946;Penguin Books, Limited;thriller;1
Adventures in Engineering Land;Turner Roth;8361125683933;1931;Alth;mystery;0
The Mediterranean Caper;Clive Cussler;8878197661;1973;Bantam;thriller;1
Tales of a Cagey Responsibility;Uriel Gould;6945722265265;2011;Český spisovatel;romance;0
Disgrace;J. M. Coetzee;8324000526;1999;Harvill Secker;fiction;1
Zonked Importance: A Memoir;Maia Cochran;2646901877654;1934;Longman;fiction;0
Alfred Hitchcock and the three investigators in The mystery of the green ghost;Robert Arthur;9780001600027;1965;HarperCollins Publishers;mystery;1
The daffodil murder;Edgar Wallace;9798525328860;1921;NéO;fiction;1
I let you go;Clare Mackintosh;9781101987490;2014;Berkley Pub Group;mystery;1
Haunting Adeline;H. D. Carlton;9798364882387;2021;Independently published;fantasy;1
Jabberwocky;Lewis Carroll;0340495383;1881;Child's Play (International);fantasy;1
The Bone Clocks;David Mitchell;1594138834;2014;Large Print Press;fantasy;1
An American Tragedy;Theodore Dreiser;9780606003322;1900;World;mystery;1
Cold blooded;Lisa Jackson;9781336014961;2002;Kensington Publishing Corporation;thriller;1
Adela Cathcart;George MacDonald;9781354596579;1875;Loring;fantasy;1
Amazing Attention: A Memoir;Savannah Kirby;8438658754585;1961;David C Cook Pub Co;fantasy;0
The Sheikh's Secret Babies;Lynne Graham;0263248658;2015;Harlequin Mills & Boon, Limited;romance;1
Memoirs of a Deafening Microwave;Siena Roy;3799867297407;1950;W.W. Norton & Co.;romance;0
A Guide to Hireing the Gate;Juana Bond;7603162121077;2022;Belvedere;fantasy;0
Escape from the Friendly Importance;Ezra Matthews;5079764234461;1916;Deux coqs d'or;fantasy;0
The Secret of the Refrigerator;Carter Pace;8872504798946;2014;Edmund Ward;fantasy;0
A Guide to Dominateing the Assumption;Imogene Alvarado;7134041141431;2012;F.A.Thorpe;fiction;0
The Chronicles of the Ambitious Mom;Jabari Sheppard;8522018563269;1918;Bayer, 1993;fiction;0
Zero Day;David Baldacci;9781455504145;2011;Ediciones B Mexico;thriller;1
A Guide to Viewing the Cigarette;James Potter;6654764317610;1950;Insel,;fantasy;0
The Last Cowardly Penguin;Carla Jones;1734121485494;1992;Scholastic paperback;thriller;0
A Poor Wise Man;Mary Roberts Rinehart;1686510756;1920;Blue Unicorn Editions;mystery;1
Zombie and the Amazing Quest;Laylani Washington;9143295688270;1947;Coronet;mystery;0
2010, odyssey two;Arthur C. Clarke;9780795324833;1982;Turtleback Books Distributed by Demco Media;fiction;1
Journey to the Educated Security;Makayla Trujillo;4625564965040;1971;Copp Clark Pitman;fiction;0
A strange disappearance;Anna Katharine Green;9798451241622;1879;MysteriousPress.com;thriller;1
The Curse of the Inner Guitar;Esme Rubio;7918677801733;1971;Boekerij;mystery;0
Robot and the Golden Quest;Dakari Garza;9742382965928;1969;ASA EDIÇÕES;fantasy;0
The sea lions;James Fenimore Cooper;9798839360761;1800;Stringer & Townsend;thriller;1
Roses Are Red;James Patterson;9780759590199;1752;Grand Central Publishing;mystery;1
The Sum of All Fears;Tom Clancy;9785553887544;1991;Books on Tape;fiction;1
Unspoken Desire;Penny Jordan;1842830236;1990;Soundings;romance;1
Romantic Encounter;Betty Neels;9781459235137;1992;Mills & Boon;romance;1
The Impartial Context;Kash Reilly;2739315977246;1999;Thomas Nelson Publishers;mystery;0
Lock Every Door;Riley Sager;1432866672;2019;Thorndike Press;thriller;1
Diary of a Deafening Hearing;Memphis Copeland;2734981845532;1968;McFarland Publishing;fantasy;0
Diary of a Elusive Assistant;Jakobe Hunter;2056518003561;1962;G.P. Putnam;fantasy;0
Shadow Music;Julie Garwood;9780739357583;2007;RH Audio;romance;1
Il principe di Atlantide;Elisabetta Dami;8856612879;2010;UNKNO;mystery;1
The Kept Woman;Karin Slaughter;1780893574;2016;William Morrow;thriller;1
The Last Question;Isaac Asimov;1884214495;2007;Ziggurat Productions;fantasy;1
The Eye of Osiris;R. Austin Freeman;9798626426076;1911;House of Stratus;thriller;1
A Feast for Crows;George R. R. Martin;9780553582031;2005;Spectra;fiction;1
Smokin' Seventeen;Janet Evanovich;0345527704;2011;Random house;mystery;1
Adventures in Zombie Land;Valeria Velasquez;2865477237215;1974;Townsend;fiction;0
The Last Bustling Death;Jaelynn Curtis;6438052902551;2005;Rupa Publications;fiction;0
A Guide to Campaigning the Farmer;Darius Wade;3089109398751;1912;Heinemann ELT;thriller;0
The wood beyond the world;William Morris;1682041816;1894;Dodo Press;fantasy;1
Bridget Jones's Diary;Helen Fielding;9788484501459;1996;RBA;fiction;1
Fall into Darkness;Christopher Pike;0340547138;1990;Hodder & Stoughton;mystery;1
Les 120 Journées de Sodome;Marquis de Sade;9798732942934;1953;Shang zhou chu ban;romance;1
The Secret Garden;Frances Hodgson Burnett;9798507312122;1911;Steven Miller;mystery;1
Escape from the Shiny History;Fiona Salazar;6915309242670;1986;Book Sales;fiction;0
Rogue Lawyer;John Grisham;9782253086512;2015;11 17;mystery;1
Como agua para chocolate;Laura Esquivel;9788497592314;1989;Transworld;romance;1
Diary of a Invisible Cigarette;Aliyah Francis;2043238269219;1931;The Modern library;romance;0
Curtain;Agatha Christie;9780671826871;1975;Librairie des Champs-Elysées;fiction;1
Regency Buck (Alastair-Audley #3);Georgette Heyer;9780099585572;1935;bantam;romance;1
Five Survive;Holly Jackson;3846601829;2022;Random House Children's Books;thriller;1
The Secret of the Paper;Irene Pena;5647102805752;2008;Culturea;romance;0
Diary of a Wacky Attention;Cohen Dickerson;7208408723652;1986;Ibooks, Inc., distributed by Simon & Schuster, Inc.;romance;0
Journey to the Possessive Length;Jayce Ross;3815864706316;1966;Harcourt, Inc.;fantasy;0
Memoirs of a Triumphant Instance;Chandler Owens;3278168351571;1911;Hachette;fiction;0
Il misterioso ladro di formaggi;Elisabetta Dami;8408130048;1826;Destino Infantil & Juvenil CAT;mystery;1
Maigret Sets a Trap (BBC Radio Collection);Georges Simenon;1572701528;1955;Harcourt Brace Jovanovich;mystery;1
Freckle Juice;Judy Blume;8437219299;1971;Perfection Learning;fiction;1
Pizza and the Bent Quest;Mazikee Sharp;3135030578114;1951;Ėksmo;thriller;0
Adventures in Assistant Land;Iker Jefferson;8933550222861;1941;Georg Mu ller;fantasy;0
Journey to the Abnormal Decision;Xander Pineda;2823600153603;1988;Children's Literature;romance;0
Dance of the Gods;Nora Roberts;9781511324540;2006;Ėksmo;romance;1
Chronicles of Spotty Software Kingdom;Aila Padilla;3105600388928;2001;Tipo-lit. I.N. Kushnerev;romance;0
A Guide to Collecting the Dragon;Killian Delarosa;5449057806115;1973;National Textbook Corp.;mystery;0
The Last Bustling Yeti;Douglas Brewer;2005894688898;1961;Microcard Editions Books;mystery;0
The Yellow Snake;Edgar Wallace;9798541837346;1934;Hodder Paperbacks;mystery;1
Marry in Haste;Jane Aiken Hodge;0340150297;1969;Ulverscroft Large Print Books;mystery;1
The Messenger;Daniel Silva;9781429531832;2006;Wheeler Publishing;thriller;1
Max Havelaar of de koffijveilingen der Nederlansche handelmaatschappij;Multatuli;9789023226673;1868;Literary Licensing, LLC;fiction;1
John Burnet of Barnes;John Buchan;1076104126;1898;Pan;fantasy;1
Chronicles of Dancing World Kingdom;Lennox Ferguson;1639577182966;1934;Macmillan Publishing Co. Inc.;fantasy;0
A Guide to Rebuilding the Jeep;Lionel Bullock;2426443082218;1918;HARPERCOLLINS CHILDRENS BOOKS;mystery;0
Diary of a Twisted Robot;Nayeli Guevara;6599053484969;1916;Edições Malhoramentos;fantasy;0
Memnoch the Devil;Anne Rice;9783455301953;1995;Plon;fantasy;1
The Indwelling;Tim F. LaHaye;9780786229048;2000;Editorial Unilit;thriller;1
The Lost Continent;C. J. Cutcliffe Hyne;9798515053970;1972;Creative Media Partners, LLC;fantasy;1
The Ideal Wife;Mary Balogh;0440337879;1991;Dell;romance;1
The courts of chaos;Roger Zelazny;0380471752;1978;denoël;fantasy;1
Works (Awakening / Beyond the Bayou / Desiree's Baby / Kiss / Locket / Ma'ame Pelagie / Pair of Silk Stockings / Reflection / Respectable Woman);Kate Chopin;1406502278;1981;Project Gutenberg/Microsoft;fiction;1
El juego de Ripper;Isabel Allende;0062379593;2013;Harper;thriller;1
Postern of Fate;Agatha Christie;1559279842;1973;Editorial Molino;mystery;1
Diary of a Faithful Yeti;Salvador Benton;5032131038417;1922;Thorndike Striving Reader;fantasy;0
The Legend of the Roomy Penguin;Laylani Orozco;5191512485124;1904;Li Wen;thriller;0
The Rise and Fall of the Bent Dragon;Johnny Wolf;5676242468410;2014;Classic Comic Store Ltd;mystery;0
The Andromeda Strain;Michael Crichton;0394415256;1969;Firecrest;thriller;1
The Rise and Fall of the Spotty Decision;River Webster;9278671508606;1973;Simpkin, Marshall, Hamilton, Kent;mystery;0
Kindred;Octavia E. Butler;9780756903510;1979;Recorded Books, Inc. and Blackstone Publishing;fantasy;1
The Chronicles of the Beneficial Steak;Rory Elliott;1281767035709;1934;Published for the Iowa Center for Textual Studies by the University of California Press;romance;0
La première enquête de Maigret;Georges Simenon;0320066363;1948;H. Hamilton;mystery;1
One Last Stop;Casey McQuiston;9788382342307;2021;St. Martin's Press;romance;1
My Life as a Observant Responsibility;Kyra Glass;4364531789086;1920;Gallimard (Folio);mystery;0
Diary of a Purring World;Camilo Young;2325308414494;1914;Doric Books;fiction;0
Mademoiselle Fifi;Guy de Maupassant;9782211080446;1882;Garnier : Flammarion;fiction;1
The Man Who Was Thursday;Gilbert Keith Chesterton;1799718875;1908;Start Publishing LLC;fantasy;1
Fear Street - Bad Dreams;Robert Lawrence Stine;9780785740544;1994;Recorded Books;mystery;1
My Life as a Roomy Ability;Judah Nguyen;2874463565762;2022;Guild Publishing;mystery;0
King and the Bent Quest;Kendra Donovan;7316249355969;1958;HarperCollins/Books of Wonder;romance;0
Escape from the Confused Context;Finley Stewart;1748916377258;2008;Ren min wen xue chu ban she;romance;0
The Curse of the Confused Energy;Lola McLaughlin;2610174351737;2011;Folio;romance;0
Escape from the Military Toast;Ellen Reed;2705686959363;1920;Harcourt, Brace & Jovanovich;fiction;0
God of Pain;Rina Kent;1685452043;2022;Blackthorn Books;romance;1
The Terminal List;Jack Carr;9781683249436;2018;Center Point;mystery;1
Un camper color formaggio;Elisabetta Dami;9788838455148;2000;Edizioni Piemme Scholastic Corporation (US) Sweet Cherry Publishing (UK);fiction;1
Night of the Seventh Moon;Victoria Holt;0600871762;1879;Fawcett;mystery;1
Married to a Mistress;Lynne Graham;1408996219;1998;Chivers North America;romance;1
The Poppy War;R. F. Kuang;9781538519097;2018;Harper Voyager;fantasy;1
The Rise and Fall of the Deafening Toast;Kaden George;5914452392095;1909;Glaisher;mystery;0
The Legend of the Abnormal Assistant;Nancy Delgado;7112140803832;1901;Vintage Books USA;fiction;0
Jude the Obscure;Thomas Hardy;0497258323;1895;Signet Classic;fiction;1
Journey to the Educated World;Jamari Medrano;1852492304270;1901;Animus;fiction;0
Scarlett;Alexandra Ripley;9788390000688;1991;Grand Central Publishing;romance;1
Delia's Crossing;V. C. Andrews;1416530843;2008;Thorndike Press;thriller;1
The Curse of the Intriguing Magazine;Mercy Magana;2616739709977;1942;Arrow;fantasy;0
She;H. Rider Haggard;0141882107;1886;Gateway Editions;fantasy;1
The Secret of the Version;Aubriella Santana;5680381598323;1940;Andesite Press;mystery;0
The Secret of the Jeep;Caleb Jarvis;1508818321837;1944;Yestermorrow Inc;fiction;0
Clockwork Angel;Cassandra Clare;141697587X;2011;Margaret K. McElderry Books;fantasy;1
They Came to Baghdad;Agatha Christie;9782846343855;1951;Dell Publishing;mystery;1
The Curse of the Wasteful Banana;Salvatore Zuniga;5768204963595;1965;Jiu yi chu ban she;fiction;0
The Secret of the History;Mya Bernard;5627899431741;1950;Cypress House Press;romance;0
Tales of a Dancing Steak;Madalyn Dawson;3785176367333;1971;The Thames Publishing Co.;mystery;0
The Last Flying Concept;Lennon Carpenter;4824142102570;2017;Ullstein;mystery;0
A Guide to Summoning the Contract;Luke Rosas;5580811094493;1934;Pearson Education, Limited;fiction;0
Journey to the Unexpected Gate;Kody Beil;2817318794686;1953;The World Pub. Co.;thriller;0
Diary of a Wasteful World;Summer Moody;4579026555166;2020;Xiao chang shu fang;romance;0
Ordering the Invisible Cigarette;Gregory Santiago;9981298705855;1969;CAMBRIDGE UNIV PRESS;mystery;0
Firewall -- Canadian Book Club;Andy McNab;2877064301;2000;Simon + Schuster Inc.;thriller;1
London Bridges;James Patterson;0755305787;2004;Warner Books;fiction;1
The Secret of the Length;Daniela Potter;2700170193316;1914;Wydawnictwo Greg;thriller;0
Dolores Claiborne;Stephen King;5170255624;1992;Heyne Verlag;fiction;1
Daddy-Long-Legs;Jean Webster;1847496512;1912;Bantam Books;romance;1
The Secret of the Guitar;Valentina Hansen;1205309139346;1988;Payot;fantasy;0
Caravan to Vaccares;Alistair MacLean;9780006134855;1970;Sterling;thriller;1
Tales of a Possessive Length;Hank Vazquez;5213955808852;1990;Piccadilly Books, Ltd.;romance;0
Senlin Ascends;Josiah Bancroft;9780356510804;2013;orbit uk;fantasy;1
Escape from the Omniscient Farmer;Azariah Shelton;6525839304709;1962;Detgiz;fiction;0
The eleventh hour;Graeme Base;9780810908512;1989;Harry N. Abrams;mystery;1
Wacky Refrigerator: A Memoir;Mario Wilkins;9973468779345;2018;HV Publishign, a division of Homepage Ventures, Limited;thriller;0
This Rough Magic;Mary Stewart;156054290X;1964;Ulverscroft Large Print Books;thriller;1
Maybe not;Colleen Hoover;9781476799841;2014;dtv Verlagsgesellschaft;romance;1
King Lear;William Shakespeare;9780174434672;1608;Audiocite;fiction;1
Come Love A Stranger;Kathleen E. Woodiwiss;0380899361;1984;Piatkus;romance;1
How to Hire a King;Rochelle Hooper;1044661074998;1979;Alison Larkin Presents;fiction;0
雨月物語;上田 秋成;410620875X;1903;Fuzanbō;fantasy;1
The Mucker;Edgar Rice Burroughs;1596055502;1921;Wildside Press;thriller;1
Does a Kangaroo Have a Mother, Too?;Eric Carle;0062120042;1999;Scholastic;fiction;1
Il mistero della piramide di formaggio;Elisabetta Dami;9620839633;2000;Scholastic, Incorporated;mystery;1
Tales of a Wacky Mole;Asa Morrison;4463874647153;1971;Postern Press;fiction;0
Expecting the Roomy Disk;Samuel Crawford;8633180232449;2012;Dodd, Mead;romance;0
Rendering the Impartial Spaceship;River Sexton;7177407197779;1952;Roads Pub;fiction;0
Water for Elephants;Sara Gruen;9781606860960;2006;Ten Points Publishing Co., Ltd;fiction;1
My Life as a Roomy Gate;Ruben Reed;4132794926875;1937;RobinGN;fiction;0
The Possessive Disk;Haven Chan;7547410261654;1995;Munhak Sucheob;mystery;0
Tales of a Extra-small Outcome;Kyrie Tate;1936439971883;1992;Susaeta Ediciones, S.A.;romance;0
Moon of Skulls;Robert E. Howard;9781557423191;2006;Wildside Press, LLC;fantasy;1
A Darker Shade of Magic;V. E. Schwab;8365521156;2015;FISCHER TOR;fantasy;1
Former Foundation: A Memoir;Damon Huff;8059085799534;1995;Joh. Brendow & Sohn Verlag GmbH, Moers;thriller;0
Weaveworld;Clive Barker;9780743417358;1987;Poseidon Press;fantasy;1
Journey to the Triumphant Recommendation;Natalie Fitzpatrick;8221634596156;1945;J.H. Sears & Co.;mystery;0
Celebrated Cases of Judge Dee = Dee goong an;Robert van Gulik;0486233375;1976;Dover;mystery;1
The Curse of the Mysterious Energy;Gerardo Lynn;1324473463005;1934;Sperling Paperback;romance;0
The Wacky Cigarette;Kara McClain;6806529441896;2024;Magna Bks.;romance;0
The Secret of the Decision;Alexia Rubio;8973124178643;1904;Penguin Books Ltd;romance;0
The Last Harsh Literature;Jeffery Santos;6199121594709;1955;Barnes & Noble Press;romance;0
Say Cheese and Die!;Robert Lawrence Stine;9782747032940;1992;Scholastic Australia;mystery;1
A Guide to Discussing the Software;Esteban White;8078629925650;1942;HarperCollins publisher;fiction;0
Roverandom;J.R.R. Tolkien;2266240692;1998;Ithaki Yayinlari;fantasy;1
The dark tower;Stephen King;9788379855896;1990;Scribner;mystery;1
Tales of a Mysterious Length;Moses Henson;7570538206058;2010;Literary Express;fantasy;0
To Love And Be Wise (Inspector Alan Grant #4);Josephine Tey;9798670625173;1950;Peter Davies;mystery;1
The Beetle;Richard Marsh;9781676316107;1917;Blurb, Incorporated;thriller;1
Tales of a Tenuous Region;Amir Price;7382596792007;1934;Emons;mystery;0
My Life as a Extra-small Length;Kenny Mcintosh;4574017188793;2015;Non Renseigné;fiction;0
Journey to the Mysterious History;Turner Gaines;5771529639647;1987;Howes;fiction;0
The plea;Steve Cavanagh;1409152340;2013;Orion Publishing Group, Limited;thriller;1
The Green Mile;Stephen King;9780329173937;1996;Signet;thriller;1
Tales of a Cowardly Election;Angie Meadows;5497578997213;1986;Nevsky Prospects S.L.;thriller;0
Chronicles of Purring Interaction Kingdom;Tami Barajas;7315699792247;1945;Claridad;romance;0
Diary of a Harsh Region;Augustus Proctor;9768269128991;1979;Oldcastle Books, Limited;mystery;0
Adventures in Foundation Land;Vivian Valdez;6166464124972;2014;Editions France Loisirs;fiction;0
The Illustrious Prince;Edward Phillips Oppenheim;9781412125918;1910;BookSurge Classics;thriller;1
Lethal;Sandra Brown;9781611137477;2011;Grand Central Publishing Large Print;thriller;1
The Age of Arthur;John Morris;0297176013;1973;Weidenfeld and Nicolson;romance;1
Elusive Gate: A Memoir;Boston Ponce;5040820428887;1916;Union Mundial pro Interlingua;mystery;0
How to Communicate a Importance;Hugo Burke;9033999864958;2014;Hamlyn;mystery;0
The Curse of the Perfect Article;Paula Lucas;3116714399258;1969;Hutchinson of London;fiction;0
Amazing Yeti: A Memoir;Koda Glenn;8185818712533;2008;Penguin USA, Inc.;fantasy;0
The Secret of the Energy;Alvaro McGuire;6639664459698;2021;Oxford;fantasy;0
The Loving Phone;Patrick Hutchinson;3617776910436;1948;Einaudi;romance;0
Through the Looking-Glass;Lewis Carroll;9781515376828;1865;ALMA;fantasy;1
The Legend of the Mysterious Cigarette;Arian Hunter;4415929281820;1943;Blurb;thriller;0
Shepherd;Frederick Forsyth;9781453294758;1960;Arrow;thriller;1
Machines Like Me;Ian McEwan;0593152816;2019;GALLIMARD;fantasy;1
Escape from the Impartial Possibility;Madalynn Leblanc;9331435953148;1993;The Franklin Library;mystery;0
The Inner Magazine;Kyro Pugh;9856935267965;1919;Arco;thriller;0
The Abnormal Security;Karen Franklin;7074072328827;1990;Timas Yayinlari;romance;0
The Secret of the Desk;Nolan Lane;1579121954696;1906;Assembled Stories;mystery;0
The Notebook;Nicholas Sparks;9789500422390;1996;Sperling & Kupfer Libreria;romance;1
The Man Who Was Thursday;Gilbert Keith Chesterton;1799718875;1908;Start Publishing LLC;thriller;1
The Gathering Storm;Robert Jordan;9780765324160;2009;Tor Fantasy;fantasy;1
Region and the Wacky Quest;Catherine Greer;1844654618580;1911;Longman;thriller;0
Jeep and the Omniscient Quest;Scarlette Madden;5294468800636;1912;Yorkshire Public Books;romance;0
The Science of Discworld;Terry Pratchett;9780804168953;1999;Piper ebooks;fantasy;1
The Rise and Fall of the Bizarre Recommendation;Gwendolyn Ochoa;7397555646771;1932;Da tian chu ban you xian gong si;romance;0
The Legend of the Handy Throat;Hugo Frost;7797828427829;1937;Terra, Izdatel'skij centr - Izdatel'stvo Azbu;romance;0
A Man of the People;Chinua Achebe;0435905341;1966;Heinemann;fiction;1
Eaters of the Dead;Michael Crichton;9780788734595;1976;Triad Press;fiction;1
Journey to the Vigorous Energy;Milana Rice;1227996968657;1927;Blackstone Pub;romance;0
Thriller;James Patterson;9781423321781;2006;Paw Prints 2008-09-18;mystery;1
Levelling the Score;Penny Jordan;0373111134;1987;Harlequin Mills & Boon, Limited;romance;1
Uncovering the Military Outcome;Kace Bradford;4926607569249;1965;La Galera, SAU;fiction;0
Vita nuova;Dante Alighieri;9781898473015;1829;Hachette & Co.;romance;1
The Confused Zombie;Colton Walsh;7015168277579;1986;Mondadori : Distributed by Random House;mystery;0
Killing floor;Lee Child;9780754022282;1997;Bantam Books;thriller;1
Paradiso;Dante Alighieri;0451622790;1595;Fabbri Editori;romance;1
A Guide to Destroying the Farmer;Anika Rivas;9242751677394;1985;Laguna;thriller;0
The Cagey Length;Roselyn Parsons;9009956002870;1979;Garden City, NY, Doubleday, 1952;fantasy;0
The Rise and Fall of the Fanatical Climate;Koa Walls;8000392650738;2000;P.L. Warner, publisher to the Medici Society;fantasy;0
How to Hire a Farmer;Carolyn Boyer;1053706738115;2014;Canongate Books Ltd;romance;0
The Sheltering Sky;Paul Bowles;9781931082198;1948;Harper Perennial;romance;1
The New Machiavelli;H. G. Wells;101690956X;1900;Creative Media Partners, LLC;fiction;1
The Chronicles of the Roomy Steak;Saint Jimenez;5351009701681;1929;Yediʻot aḥaronot;fantasy;0
Chronicles of Bent Concept Kingdom;Darius Leonard;1451799258148;1997;Masadah;fantasy;0
The Last Enchantment;Mary Stewart;9788490702802;1979;Fawcett Crest;romance;1
The Curse of the Golden World;Emory Patterson;4888848484101;1908;Ediciones Urano;mystery;0
The Tenuous Energy;Brianna Bell;6785813587330;1977;Pergamon Pr;fiction;0
Adventures in Context Land;Stella Flynn;6311743546404;1968;Cactus Classics;fiction;0
Annihilation;Jeff VanderMeer;0007550707;2014;HarperCollins Publishers Limited;thriller;1
Everville;Clive Barker;1559947527;1994;Harper Paperbacks;mystery;1
Discussing the Purring Software;Annie Caldwell;8589014738195;2006;Berkley Medallion;fiction;0
The Runaway Jury;John Grisham;2266078585;1996;Pocket;fiction;1
Tales of a Quirky Interaction;Enzo Hodge;2758791524478;1979;Frederick Warne and Co.;fiction;0
The Chronicles of the Vigorous Yeti;Alma Martinez;6552768268756;1983;Garland;fantasy;0
You have yourself a deal;James Hadley Chase;9780802730985;1966;Walker;thriller;1
Ruby;V. C. Andrews;3442425336;1900;Goldmann;fiction;1
The Zonked Cigarette;Anaya Nava;3536280546160;1941;P.F. Collier & Son Company;thriller;0
Red Rabbit;Tom Clancy;3453864816;1998;Penguin books;thriller;1
Adventures in World Land;Monroe Church;4046298122860;1911;Audiofy/Blackstone;mystery;0
The Rise and Fall of the Possessive Jeep;Zahra Chavez;1254123781697;2013;Pretorian Books;fiction;0
The Face of Fear;Dean Koontz;0613215141;1977;Pocket;mystery;1
Who Could That Be at this Hour?;Lemony Snicket;1405256214;2012;Little, Brown Young Readers;mystery;1
Less than Zero;Bret Easton Ellis;9780330539326;1985;Penguin Books;fiction;1
Memoirs of a Innate Software;Ty Wyatt;8104408020775;1909;Odhams Press Ltd;thriller;0
The Curious Recommendation;Skye Donaldson;1199114051097;1935;Ksiazka i Wiedza;mystery;0
The Japanese Screen;Anne Mather;0263737772;1974;Harlequin Enterprises ULC;romance;1
Matilda;Roald Dahl;9780435123987;1988;Rowohlt Tb.;fiction;1
To Kiss a Spy;Jane Feather;3442358132;2002;Transworld Publishers Limited;thriller;1
